text,sentiment,negative,neutral,positive
"In one of the newly disclosed documents, an unidentified F.B.I. employee told investigators that Mr. Kennedy, through another F.B.I. official, had sought in one case “assistance in altering the email’s classification in exchange for a ‘quid pro quo.’” The F.B.I. had deemed the email classified, but the State Department disagreed.",1,0,1,0
"In a letter to Mr. Kerry, they accused Mr. Kennedy, the State Department and the F.B.I. of collusion.",0,1,0,0
"The FBI official spoke with Kennedy and Kennedy raised the possibility of keeping at least one Clinton email from public disclosure by obtaining a “B9” exemption under the Freedom of Information Act, a rarely used exemption that refers to “geological and geophysical information and data.”",1,0,1,0
"In the late spring or early summer of 2015, the FBI official reported to work surprised to find a note indicating that Kennedy had called.",1,0,1,0
Politico - Clinton 42 / Trump 28 CNN - Clinton 57 / Trump 24 YouGov - Clinton 47 / Trump 42 Trump then boasted that “the shackles have been taken off me” before attacking fellow Republicans for perceived disloyalty.,0,1,0,0
"The protest was organized by the Trump campaign’s Virginia state chairman, who was fired for what the deputy campaign manager, David Bossie, called “a stunt in front of the RNC without the knowledge or the approval of the Trump campaign”.",0,1,0,0
"They could mobilize fully against him, do everything possible to deny him the nomination, sustain and support his challengers all the way to the convention, knowing that Trump would try to bring the pillars of the party down upon their heads.",0,1,0,0
"“He made clear to members that his decisions are being driven by what is best for his members, not himself,” the source on the call said.",2,0,0,1
"Story Continued Below ""Our very weak and ineffective leader, Paul Ryan, had a bad conference call where his members went wild at his disloyalty,"" Trump wrote in a subsequent post about an hour later, which was followed by a third tweet stating: ""It is so nice that the shackles have been taken off me and I can now fight for America the way I want to.""",0,1,0,0
"Still, he battled his way to a strong performance in the rest of the debate, and Clinton spent much time on the defensive as the focus shifted to her record.",0,1,0,0
"The P-word tape had finally pushed the speaker, with his tepid backing of Trump, to cancel a weekend appearance and bail on the standard-bearer.",0,1,0,0
"Trump fired back on Twitter: “Paul Ryan should spend more time on balancing the budget, jobs and illegal immigration and not waste his time on fighting Republican nominee.”",0,1,0,0
"Clinton also leads by four in a two-way race, 45 percent to 41 percent.",2,0,0,1
Ana Navarro: Time for GOP to Disavow Donald Trump,0,1,0,0
"Kaine was admittedly overexcited and his constant interrupting of Pence in the first 20 minutes rubbed everyone, on the left and right, the wrong way.",0,1,0,0
"Meanwhile, Pence exuded the preternatural calm of a sociopath, increasingly frustrating Kaine with his ability to endlessly lie — about easily checked facts — with a disturbingly practiced assurance.",0,1,0,0
"While Pence was the living embodiment of an unflappable liar — definitely the guy to go to if you need someone to bury the bodies — Kaine's relentlessness on this front clearly got to him enough that, for a brief, shining moment, he got flustered and angry.",0,1,0,0
"House Speaker Paul Ryan (R-Wis.) appeared on NBC’s “Today” show on Wednesday to discuss the Republican tax bill and the impact it will have on workers, leading host Savannah Guthrie to ask him if he was “living in a fantasy world.”",0,1,0,0
"It was a wise choice by Pence, who commanded the debate through his calm re-directing of it back to serious issues.",2,0,0,1
That Reaganesque rejoinder from Mike Pence — one of many — effectively put Tim Kaine in his place during a debate that exposed the depths of the Hillary campaign’s demagogic cheapness.,0,1,0,0
Kaine puts it even more starkly than Clinton.,1,0,1,0
Kaine: “He absolutely said it.,1,0,1,0
"Kaine: “Governor Pence said, inarguably, Vladimir Putin is a better leader than President Obama.”",1,0,1,0
"It couldn't come a moment too soon, as a wave of post-debate polling found Clinton regaining a lead over Donald Trump.",2,0,0,1
"He had long handled tax matters for Mr. Trump’s father, Fred C. Trump, and he said he began doing Donald Trump’s taxes after Mr. Trump turned 18.",1,0,1,0
"Before the 1996 state tax return surfaced Saturday, Mr. Trump was under fire for saying in a debate with Mrs. Clinton last week that he would be “smart” if he got out of paying taxes.",0,1,0,0
"Mr. Trump also teed up the controversy by quipping in a debate with Mrs. Clinton last week that he would have been “smart” if he had avoided paying taxes, as the former first lady charged.",0,1,0,0
Former New York Mayor Rudolph W. Giuliani defended Mr. Trump’s tax moves by boasting that the billionaire businessman was an “absolute genius.”,2,0,0,1
"However, he has endorsed Mr. Trump’s proposals to cut taxes and reduce federal regulations, and he has criticized Mrs. Clinton’s tax plan for increasing a variety of taxes.",1,0,1,0
"The wolf was replaced Monday night by a kinder, gentler Trump, a lovable lamb — now that the target in the debate is Hillary.",0,1,0,0
"On January 27, 1998, she told NBC News that there was a “vast right-wing conspiracy” out to get her husband — one that included this august publication, The American Spectator It was classic Hillary Clinton.",0,1,0,0
"Rather than excoriating his debate opponent — as he did freely, wantonly, brutally, to the likes of Ted Cruz and Marco Rubio — Trump this time chose not to jump into the gutter.",0,1,0,0
"But when asked if he had ever cheated on his wives, Mr. Trump said: “No — I never discuss it.",0,1,0,0
"Mr. Trump’s sharply negative attacks on the Clintons, and on Ms. Machado, pose a significant political risk to his own appeal: Two-thirds of voters already see him unfavorably, according to polls, and he is struggling to win over female voters — including white women, a majority of whom have historically supported the Republican candidate in presidential elections.",0,1,0,0
"Ms. Machado was being paid to look perfect, and when she couldn’t -- or wouldn’t -- live up to the standard she had asked to be measured by, she caught criticism.",0,1,0,0
"Clinton's campaign jumped on Trump's Machado tweets later Friday morning, eager for yet another chance to highlight his tendency to fling derogatory remarks at women.",2,0,0,1
"""There's been a lot of talk about sex tapes today and in a strange turn of events only one adult film has emerged today and its star is Donald Trump,"" Clinton spokesman Nick Merrill told her traveling press.",0,1,0,0
"The former pageant winner told Cosmopolitan Magazine this week that she became a citizen last August specifically to vote against Trump, well after Clinton's 2013 departure from the State Department.",0,1,0,0
"On the monitor tracking the voters’ reactions to the candidates, which was visible to the handful of reporters observing the group, even those leaning toward the Republican nominee disapproved of his windy response when Clinton ticked off possible reasons Trump may not want to disclose his tax returns.",0,1,0,0
"Members of Philadelphia focus group cite Clinton’s ‘informed’ and ‘strong’ showing over ‘sloppy’ Donald Trump but remain unenthusiastic about choices Lauren Gambino in Philadelphia Tue 27 Sep 2016 12.32 BST Last modified on Fri 14 Jul 2017 19.39 BST In a clash between the two most unpopular presidential nominees in modern history, a group of undecided voters in the battleground state of Pennsylvania declared Hillary Clinton the clear winner; but remained deeply pessimistic about their choices in November.",0,1,0,0
"As she spoke, many of the voters in the room agreed with her, especially among those already leaning towards her.",2,0,0,1
—Clinton Clinton exaggerates here.,0,1,0,0
Clinton is subtly adjusting her words here when confronted with a question about her consistency on policy positions.,0,1,0,0
"He asks no similar questions about Clinton’s record, leaving Trump himself to bring up such Clinton hits as “superpredator.”",0,1,0,0
"Trump counters, again, with examples of racism from Clinton’s 2008 campaign.",0,1,0,0
"PolitiFact notes that Clinton did, indeed, flip-flop on the deal: > LIVE FACT-CHECK: Trump is right, Clinton flip-flopped on TPP https://t.co/howNkUisAE pic.twitter.com/V70SDG3MAY > — PolitiFact Live (@politifactlive) September 27, 2016 Was that necessary, though?",0,1,0,0
"The whopper came from Clinton, who suggested that the U.S. does not yet have “equal pay for equal work,” something that has been a matter of law for decades.",0,1,0,0
"For months, evidence mounted that Clinton had lied.",0,1,0,0
"""So we're saying this is a special circumstance, a special debate,"" Mook added.",1,0,1,0
—Instant polls 60-70% likely to say Clinton wins.,2,0,0,1
"(Obligatory parenthetical: Yes, Clinton lies too.",0,1,0,0
Mr. Trump can get bored with both debate preparations and debates themselves.,0,1,0,0
"Her aim is to look steady and attentive when Mr. Trump is speaking, and to avoid visibly or audibly reacting to him too much.",1,0,1,0
"Mrs. Clinton has concluded that catching Mr. Trump in a lie during the debate is not enough to beat him: She needs the huge television audience to see him as temperamentally unfit for the presidency, and that she has the power to unhinge him.",0,1,0,0
"Given what must be the top two issues up for discussion: crime (and the subsidiary conversation about law enforcement) and terrorism, both of which should be among Trump’s few strong suits, the debate represents an unlikely opportunity for The Donald to go on offense, to show Mrs. Clinton for what she is: an elitist who is wildly out of touch with the concerns of ordinary Americans.",0,1,0,0
"Police Chief Kerr Putney added to that anger at a news conference on Thursday when he said that the video did not give him “absolute, definitive, visual evidence that would confirm that a person is pointing a gun,” though he insisted that there was evidence to suggest that the police account of the event was correct.",0,1,0,0
Charlotte-Mecklenburg police have resisted the calls to release dashcam and body camera footage of the death of 43-year-old Keith Lamont Scott earlier this week.,0,1,0,0
Rahami's wife is thought to be a Pakistani national.,1,0,1,0
"He viewed the teenage Mr. Rahami as the prototypical immigrant, teetering between two worlds.",1,0,1,0
Mr. Rahami handled the register.,1,0,1,0
"By sundown, Mr. Rahami had been charged with seven counts, including five counts of attempted murder of a law enforcement officer, with bail set at $5.2 million.",0,1,0,0
"Two days earlier, Trump had tweeted a response to Jay-Z after the rapper and mogul criticized the president in part for characterizing Haiti and African nations as ""shithole countries"" during a CNN interview.",1,0,1,0
"But Jay-Z was way ahead of him, telling CNN that the black unemployment rate doesn't make up for the president's divisive rhetoric.",0,1,0,0
"In a head-to-head, Trump leads by 4 points.….",2,0,0,1
"""He takes us for idiots,"" Powell, who is black, said in the email.",0,1,0,0
"Powell also derided former Fox News CEO Roger Ailes, who advises Trump, saying the sex scandal-plagued executive would hurt Trump's chances among women voters.",1,0,1,0
"“I didn't tell Hillary to have a private server at home, connected to the Clinton Foundation, two contractors, took away 60,000 emails, had her own domain,” Powell said in one Feb. 4 email to former Reagan White House chief of staff Kenneth Duberstein, in the latest cache of hacked communications among top Washington insiders to emerge in the heat of this year’s presidential campaign.",0,1,0,0
The latest poll shows Trump winning the military vote by a landslide.,2,0,0,1
The Vox website has gathered together several national public opinion polls that compared the views of Clinton and Trump voters.,1,0,1,0
"Former President Obama adviser David Axelrod rapped Clinton Monday on her ""penchant for privacy.""",0,1,0,0
Clinton wore a high-collared shirt and a dark pant suit and donned sunglasses for the morning event.,1,0,1,0
She has aggressively promoted her growing list of military endorsements from both parties.,0,1,0,0
"Hillary Clinton's declaration Friday night at a New York fundraiser that ""half"" of Donald Trump's supporters fit into a ""basket of deplorables"" seems, in its tersest formation, like a stupid comment to make.",0,1,0,0
"But he needs to do more than that — he needs to win all or nearly all of the remaining swing states too, most of which Clinton is currently favored in.",1,0,1,0
"Overall, the current polling points to a strong electoral vote win for Clinton, resembling Barack Obama’s margin of victory over John McCain in 2008.",2,0,0,1
"But Democrats have dreamed of doing even better, hoping that Trump’s unpopularity could carry Clinton to a nationwide landslide.",0,1,0,0
There are a few data points that have given Democrats reason to hope this is happening: Occasional polls have shown Clinton close or ahead in deep red bastions like South Carolina and Texas.,2,0,0,1
"At that time, Hillary Clinton’s lead over Trump in national polls rose to around 8 to 9 points on average, and now appears to be something more like 3 to 5 points.",1,0,1,0
"Katie ran through the basics this morning, underscoring the astonishing reversal of fortunes for Donald Trump and Hillary Clinton.",1,0,1,0
"One of the key findings of the poll is that although both Trump and Clinton are dominating among their own parties' respective bases, Trump voters are more enthusiastic to turn out than hers are: Story of CNN poll showing Trump taking the lead: His voters are more enthusiastic.",2,0,0,1
"And the relentless drip, drip, drip of Hillary Clinton's corrupt lying getting systematically exposed is really hurting her.",0,1,0,0
"Either way, perhaps Hillary's campaign might want to reconsider its recently-leaked ""run out the clock"" strategy.",0,1,0,0
There are also some data points that suggest Hillary Clinton is on the brink of a blowout victory.,2,0,0,1
"In a statement, her campaign said it was pleased that the F.B.I. had made the documents public.",1,0,1,0
Her journalism has been recognized with several awards.,2,0,0,1
And as the procession of mothers and fathers came up to the podium to state the name of their child -- who was murdered by illegal immigrants -- and then say “I’m voting for Trump” or “Trump is our last chance to save America” I found myself tearing up.,2,0,0,1
"“I was a strong supporter of Donald Trump when I believed he was going to address the immigration problem realistically and compassionately,” said Monty, a Houston attorney who has aggressively made the case for Trump.",2,0,0,1
"Having ditched his traveling press corps, Trump’s lie that he and President Enrique Peña Nieto didn’t discuss who would pay for his border wall wasn’t exposed until the Mexican president tweeted that they had a few hours later.",0,1,0,0
"Even before that, he complained about Mexico on Twitter, in part because he won a lawsuit in the country but hasn't been able to collect.",0,1,0,0
Trump says on Twitter that he looks “very much forward” to meeting with President Enrique Pena Nieto.,2,0,0,1
"Republican vice-presidential nominee Mike Pence said Sunday that nothing has changed about Donald Trump’s position on illegal immigration, as the campaign moved to tamp down criticism that the presidential nominee is flip-flopping on the signature issue of his run.",0,1,0,0
"Spencer celebrated that sentiment on Twitter Thursday, before Clinton’s speech.",1,0,1,0
Democratic nominee Hillary Clinton’s powerful denunciation Thursday of “alt-right” extremism that she said GOP opponent Donald Trump embraces was cheered by adherents of the political philosophy.,2,0,0,1
"The Daily Stormer, a neo-Nazi website that calls itself “the world’s most visited alt-right website,” also cheered Clinton’s speech.",0,1,0,0
"How rich this is, coming from a former Secretary of State who championed the Russian “reset” and ensured, after a hefty donation to the Clinton Foundation, that a Russian firm controlled by Putin owned 20% of American uranium.",0,1,0,0
"But consider what she is saying: if you speak honestly about problems in the black community, you are racist.",0,1,0,0
"On Wednesday, the campaigns of his former rivals were quick to point this out. .@JebBush spox @kristymcampbell says Trump's shift in deportation policy is ""unsurprising"" pic.twitter.com/md073YHLxH I guess Governor Kasich's advice wasn't so bad after all?",0,1,0,0
"On Wednesday, Trump told Hannity there would be ""no citizenship"" for those illegal immigrants.",1,0,1,0
Clinton camp: This is more about wooing Republicans and swing voters than Latinos and African Americans Team Clinton believes that this Trump campaign talk about a possible retreat on immigration -- as well as Trump’s recent appeals to African-American voters -- is aimed more at nervous Republicans and swing voters more than Latinos and African Americans.,0,1,0,0
Bloomberg praised Toomey’s support of expanding background checks as his chief reason for helping him.,2,0,0,1
"In July alone, New York hedge fund billionaire George Soros gave $1.5 million to Planned Parenthood’s super PAC and $35,000 to Priorities USA, both working to elect Clinton, as well as $500,000 to the Senate Majority PAC.",2,0,0,1
"Loewentritt also told BuzzFeed that the GSA suggested that Mueller's team issue a warrant or subpoena for the transition team materials, but the special prosecutor's office decided a letter requesting the materials would suffice.",1,0,1,0
"Rio police indict Lochte, teammate for falsely reporting robbery",0,1,0,0
"""He stopped me quickly and strongly denied that,"" Lauer said.",1,0,1,0
"Before Mr. Ailes’s ouster, some of the network’s journalists and contributors privately complained that Mr. Ailes was pushing them to be more supportive of Mr. Trump.",0,1,0,0
"The website emerged as a singular defender of Mr. Ailes, with a piece about a planned walkout by network stars loyal to him should he be forced out — it never came to pass — and one by Mr. Bannon ridiculing the “minor Murdochs” (the 21st Century Fox chief Rupert Murdoch’s sons and co-executives, James and Lachlan), who were seen as leading the push for Mr. Ailes to resign.",0,1,0,0
"Clinton, though, has been plastering the airwaves with ads, while taking a significant post-convention lead in a number of battleground and national polls.",2,0,0,1
"“Incident after incident proves again and again: Hillary Clinton lacks the judgment, the temperament and the moral character to lead this nation,” he said.",0,1,0,0
"“As in several other areas of policy, Trump’s approach to foreign policy and national security seems a bit nebulous, focused on slogans rather concrete policies.”",0,1,0,0
"“Simply put, Donald Trump is unfit to be our commander in chief.",0,1,0,0
“It all began in 2009 with what has become known as President Obama’s global ‘Apology Tour.’” Trump resurrects an old — and discredited — Republican talking point.,0,1,0,0
"In the quote cited by the Trump campaign, Obama said that intervening was “the right thing to do.”",1,0,1,0
What he regretted as his worst mistake was failing to plan for “the day after.”,0,1,0,0
He laid the blame for the rise of Islamic extremism on President Obama and Mrs. Clinton.,1,0,1,0
"Over all, he appeared to be arguing for the kind of terrorism-centric foreign policy that President George W. Bush adopted after the Sept. 11, 2001, attacks.",0,1,0,0
But Mueller’s team begs to differ.,1,0,1,0
"""Hillary Clinton is at the center of an international corruption scandal that reveals her use of government authority and influence for personal gain,"" Miller said.",0,1,0,0
"""We want to see the pay-for-play emails that Clinton’s chief of staff, Cheryl Mills, refuses to turn over,"" Miller continued in a statement.",0,1,0,0
"Her primary opponent, Senator Bernie Sanders, and Mr. Trump have used those speeches to portray Mrs. Clinton as being chummy with Wall Street.",0,1,0,0
"Hillary Clinton vowed Thursday to kill the Pacific trade deal that she helped push just a few years ago as President Obama’s top diplomat, hoping to win over wavering liberals and steal some of the anti-trade thunder from Republican presidential nominee Donald Trump.",0,1,0,0
"Fact Check: Mrs. Clinton was making the point that, for many people, post-high school options that she promised to promote with government help — like job-training programs and community college degrees — would be sufficient to find jobs.",2,0,0,1
Clinton lies more than Trump is outspoken.,0,1,0,0
Both Ms. Smith and Mr. Woods have spoken out publicly against Mrs. Clinton during the election campaign.,1,0,1,0
"Smith has been a very vocal critic of Clinton, who she says is a “liar.”",1,0,1,0
"Although he didn’t accept her offer, the convention was evidence that he won’t be forgotten on the campaign trail.",1,0,1,0
"“I want to recognize the people coming out of the Bernie Sanders campaign who helped launched a revolutionary political movement,” Stein told the assembled delegates on Saturday morning during remarks by the party’s presidential candidates.",2,0,0,1
"“On the day that Bernie Sanders endorsed Hillary Clinton, the floodgates opened on our campaign,” Stein said in her acceptance speech.",2,0,0,1
"Stein also served as the party’s standard-bearer in 2012, when she received .9 percent of the national popular vote.",2,0,0,1
"Trump said Clinton is a ""dangerous liar"" and accused her of failing to achieve anything during her long career in public service — except, he said, avoiding criminal charges for using a private email server during her tenure as secretary of state.",0,1,0,0
"Crooked Hillary said loudly, and for the world to see, that she ""SHORT CIRCUITED"" when answering a question on her e-mails.",0,1,0,0
"In comments to The Washington Post's Philip Rucker on Tuesday, Trump declined to back Ryan and said nice things about Ryan's primary opponent, Paul Nehlen.",1,0,1,0
"Surveys indicate Clinton not only eliminating Trump's gains from his own convention, but also regaining the solid lead she held before FBI Director James Comey's criticism of her email practices depressed her support.",2,0,0,1
"Things reached the point yesterday morning that CNBC’s John Harwood tweeted: “Longtime ally of Paul Manafort, Trump's campaign manager: 'Manafort not challenging Trump anymore.",1,0,1,0
"On Tuesday, Trump praised Nehlen for running “a very good campaign”.",2,0,0,1
Trump Strikes Blow to GOP ‘Unity’ by Withholding Endorsement From House Speaker Ryan,0,1,0,0
"The poll shows Clinton’s favorable rating ticking up to 43 percent, from 41 percent the week prior.",2,0,0,1
"Patricia Smith criticized Clinton at the Republican convention, noting that she has received much different treatment than the Khan family.",0,1,0,0
"However, he tweeted about Khizr Khan on Monday morning.",1,0,1,0
Both Senate Majority Leader Mitch McConnell (R-Ky.) and House Speaker Paul Ryan (R-Wis.) responded to Khan in statements on Sunday afternoon.,1,0,1,0
Khizr Khan calls Trump's statement on fallen son 'disingenuous',0,1,0,0
Kennedy finally asked Petersen if he knew about an abstention doctrine (when a court refuses to hear a case because it may infringe upon the powers of another court) based on the 1971 Supreme Court case Younger v.,1,0,1,0
"Another cited Smith’s speech, and the audience’s reaction (“lock her up!”), “really disturbing.”",0,1,0,0
"Bill Clinton notoriously avoided the Vietnam draft — a subject that came up in his 1992 presidential campaign, as Stephanopoulos surely remembers.",0,1,0,0
Clinton’s actions have been reckless and have directly led to the loss of American lives.,0,1,0,0
"As Bernie Sanders said on numerous occasions, Hillary Clinton suffers from “bad judgement.”",0,1,0,0
What’s striking about the coverage is that it barely acknowledges that this could be an open question: The New York Times headline: “Donald Trump’s Appeal to Russia Shocks Foreign Policy Experts”: “There is simply no precedent for this: A presidential candidate publicly appealing to a foreign adversary to intervene in the election on his behalf.”,0,1,0,0
The uproar over Donald Trump’s latest comments is a classic case of media-generated outrage.,2,0,0,1
"Politico’s lead: ""Donald Trump's call on Russia to hack Hillary Clinton's emails has shocked, flabbergasted and appalled lawmakers and national security experts across the political spectrum, with one saying it was ‘tantamount to treason.’” “Is it possible that Trump was being sarcastic?",0,1,0,0
Donald Trump’s Appeal to Russia Shocks Foreign Policy Experts,0,1,0,0
"When President Jimmy Carter ran for re-election in 1980, he lost in part because he had failed to secure the freedom of 52 American hostages held in Iran.",0,1,0,0
She quipped that “he's taken the Republican Party a long way: from ‘Morning in America’ to ‘Midnight in America.’” Trump’s megalomaniacal declaration that “I alone can fix it” was slung around his neck as Clinton framed it as fundamentally alien to the American tradition.,1,0,1,0
"“He's forgetting every last one of us,” she said.",0,1,0,0
"Clinton’s speech accepting the Democratic Party’s nomination was the capstone of that effort, serving as a call to unity, offering an outstretched hand to those alienated by Trump, and sketching out an optimistic vision of America’s future.",2,0,0,1
"If pundits blown away by DNC, doesn't guarantee a Clinton bounce.",1,0,1,0
Bill Clinton really did help Obama win.,2,0,0,1
"The best jokes have at least a kernel of truth to them: Tonight, Bill Clinton strode into the spotlight once again, this time to work his magic on behalf of his wife.",2,0,0,1
"“Because this is a movement fuelled by love it can never be stopped or defeated,” said Hawaii congresswoman Tulsi Gabbard as she formally proposed Sanders for the nomination.",2,0,0,1
"“Hillary Clinton will make an outstanding president and I am proud to stand with her tonight,” Sanders said, though some in the audience still booed at Clinton’s name.",2,0,0,1
“We’re here today because our choice is Hillary Clinton.,2,0,0,1
"She called Trump a ""man who inherited a fortune from his father” and cares only for himself.",0,1,0,0
But Warren called Clinton “a woman who fights for all of us.”,2,0,0,1
"I think it’s fair to say that no one is more disappointed than I am,” he told delegates.",1,0,1,0
"“Hillary Clinton will make an outstanding president, and I am proud to stand with her here tonight,” Mr. Sanders said as his supporters waved his blue campaign signs.",2,0,0,1
"“We trusted you!” they yelled, suggesting that she had betrayed them by supporting Mrs. Clinton.",0,1,0,0
"Some Democratic officials said the fury was an illustration of the work that still needed to be done to unify the party behind Mrs. Clinton, as well as a sign of the dedication Mr. Sanders engendered over the last year.",2,0,0,1
Even some of Wasserman Schultz's harshest critics acknowledge that part of that problem was structural: She was in elected office while also serving as the party chair.,0,1,0,0
"Trump tweeted after the DNC news broke: Today proves what I have always known, that @Reince Priebus is the tough one and the smart one, not Debbie Wasserman Shultz (@DWStweets.) Sanders himself blasted the DNC and Wasserman Schultz in interviews earlier Sunday, demanding her resignation as party chairwoman.",0,1,0,0
President Obama and Clinton both issued statements thanking Wasserman Schultz for her service.,2,0,0,1
"Others from Wasserman Schultz herself contained very strong language, raising questions about her status as an ostensibly neutral party official.",0,1,0,0
"Responding to Sanders’ complaints the party hasn’t been fair to him, she wrote to a staffer in an April email: “Spoken like someone who has never been a member of the Democratic Party and has no understanding of what we do.”",0,1,0,0
"The announcement came just hours after reports first surfaced that Wasserman Schultz may be denied a speaking role at the convention, and that she would not be presiding -- a decision apparently made under pressure from the Clinton campaign and the White House.",0,1,0,0
"In a statement after Wasserman Schultz’s resignation, Sanders said the DNC needs new leadership.",0,1,0,0
"Hillary Clinton Selects Tim Kaine, a Popular Senator From a Swing State, as Running Mate",2,0,0,1
"At a rally in Tampa on Friday evening, Mrs. Clinton blasted the bleak vision of America presented by her Republican rival.",1,0,1,0
"The Trump campaign quickly labeled Mrs. Clinton’s new running mate “Corrupt Kaine,” pointing to lavish gifts he had received during his years as governor and lieutenant governor of Virginia.",0,1,0,0
"Tim Kaine is, and always has been, owned by the banks.",0,1,0,0
"She asked, if Trump were president, “Will a woman make the same as a man and will I get to choose what I do with my body?”",1,0,1,0
She specifically said Trump will fight to change laws in order to address these problems for working women.,2,0,0,1
"That stance is earning high praise from liberals who have been arguing for years the federal government should get involved to regulate the cost of childcare. i mean, she basically outlined Hillary Clinton's pro-working family's policy agenda... https://t.co/STm1bAK2Kg Great speech from Ivanka.",2,0,0,1
"But then, perhaps there’s truth to his absurd promises: When the crisis is invented, the solution is simpler.",0,1,0,0
"Chris Christie spoke on the second night of the convention, he ticked off criticisms of Clinton, asking the crowd of she was “guilty or not guilty.”",0,1,0,0
"The other striking thing from last night: While Patricia Smith, whose son was killed in Benghazi, was blaming Hillary Clinton on stage, Trump called in to Bill O’Reilly—essentially preempting his own convention for those few minutes.",0,1,0,0
"In March 2012, at a meeting in South Korea, Obama declared about Erdogan “that we find ourselves in frequent agreement upon a wide range of issues… [and] because he has two daughters that are a little older than mine — they’ve turned out very well, so I’m always interested in his perspective on raising girls.”",2,0,0,1
Erdogan has pushed step-by-step create an Islamic state.,0,1,0,0
Obama entered power in 2009 hoping to use Turkey’s Islamist president to help remake politics in the Middle East — but the wished-for alliance crashed as Erdogan’s Islamist government became more radical year by year.,0,1,0,0
"So, too, have street demonstrators and leading politicians — including Erdogan opponents.",1,0,1,0
"If he is perceived as the defender of Turkish civilian government, his popularity could well soar.",2,0,0,1
Just into @CNN: Donald Trump has called Indiana Gov.,1,0,1,0
Mike Pence and offered him the vice-presidential slot on his ticket.,2,0,0,1
"Patricia Murphy wrote, “In addition to testing the men's chemistry together, Trump was reportedly impressed with Pence's calm demeanor, his experience on Capitol Hill and as a governor, and Pence's potential to assist Trump in governing, should the ticket win in November.”",2,0,0,1
Director James Comey's damning report on Clinton's email usage while she was secretary of state also didn't do her any favors.,0,1,0,0
"Pence, who twice considered running for president, is well regarded by conservatives and evangelicals around the country, earning plaudits recently from the likes of Sen.",2,0,0,1
"Before Trump even made his pick, he had at least one detractor in prominent conservative radio host and former Red State editor Erick Erickson, who chided Pence on Twitter.",0,1,0,0
“She may have got out over her skis a little bit and more forthright and political than she should have been.,0,1,0,0
"Mr. Trump’s hands, of course, are far from clean on the matter of judicial independence.",0,1,0,0
"In an interview with The Times published Sunday, Justice Ginsburg said, “I can’t imagine what the country would be — with Donald Trump as our president,” joking that if her husband were alive, he might have said, “It’s time for us to move to New Zealand.”",0,1,0,0
"He praised Clinton’s proposal in strong, unambiguous terms ― describing it as “an extremely important initiative” and predicting that “it will save lives, it will ease suffering, it will improve health care in America, and it will cut health care costs.”",2,0,0,1
Sanders told reporters that the two campaigns “are coming closer and closer together in trying to address the major issues facing this country.”,2,0,0,1
"(AP) — In another nod to primary rival Bernie Sanders, Hillary Clinton is proposing to increase federal money for community health centers and outlining steps to expand access to health care across the nation.",2,0,0,1
"He repeated the statements during a Wednesday morning press conference saying, “I think the DNI, Clapper, should deny Hillary Clinton access to classified information during this campaign, given how she so recklessly handled classified information.",0,1,0,0
"Comey criticized Clinton and her staff for being “extremely careless” in handling classified information, noting that 110 of Clinton’s emails contained classified information at the time they were sent and received.",0,1,0,0
"Read more: Why the FBI Let Hillary Clinton Off the Hook Ryan also sent a letter to Comey, requesting that he release all of the findings from the bureau’s investigation into Clinton’s emails, saying “there are simply too many unanswered questions.”",0,1,0,0
"FBI’s Comey: Clinton 'extremely careless' about emails, but bureau will not advise criminal charges",0,1,0,0
"“There is evidence to support a conclusion that any reasonable person in Secretary Clinton’s position, or in the position of those government employees with whom she was corresponding about these matters, should have known that an unclassified system was no place for that conversation,” Comey said.",1,0,1,0
"In the wake of that report, Trump, the presumptive Republican presidential nominee, stepped up his criticism of her email actions and said she belongs in “jail.”",0,1,0,0
"""Although we did not find clear evidence that Secretary Clinton or her colleagues intended to violate laws governing the handling of classified information, there is information that they were extremely careless in their handling of very sensitive, highly classified information,"" Comey told reporters in Washington, D.C., noting that the probe has found that the former secretary of state used several different email servers and numerous devices during her time in office.",0,1,0,0
"Story Continued Below Even so, Comey added later, “Although there is evidence of potential violations of the statutes regarding the handling of classified information, our judgment is that no reasonable prosecutor would bring such a case.",1,0,1,0
Longtime Obama aide and strategist David Axelrod on Tuesday morning tweeted that Comey’s statement in which he recommended no charges but rebuked Clinton for carelessness “is about [the] best result she could get.”,0,1,0,0
Trump spent time with Pence and his family on Sunday and was due to meet Ernst in New Jersey on Monday.,1,0,1,0
"Cotton, 39 and thought by some a likely post-Trump presidential candidate in 2020, has not been as often named among potential Trump VPs as Pence and Ernst.",1,0,1,0
"It is remarkable that there was a time when Lincoln’s idea, now so central to our American mindset, was not dominant.",2,0,0,1
"We must do what the Founders did, and what Lincoln did in his own time, and fight against the insidious notion that those words mean other than what they say.",2,0,0,1
Lincoln meant this literally.,1,0,1,0
"""What is distasteful about Trump is not that he offends old-fashioned American values,"" wrote Mother Jones’s Tim Murphy in one typical reaction.",0,1,0,0
"""Trump is distasteful because he taps into certain old-fashioned American values — nativism, brash tough talk, slow-burning authoritarianism; family dynasties — that have played a not-inconsequential role throughout our history.""",0,1,0,0
"""It taught that beneath all local and temporary diversity, beneath the superficial traits and talents that distinguish men and nations, all men are equal in the possession of a common humanity,"" Becker says.",1,0,1,0
