text,bias,bias_BABESG2,objective_BABESG2,partly-subjective_BABESG2,subjective_BABESG2,nonpartisan_headline,slight-partisan_headline,hyperpartisan_headline,nonpartisan_article,slight-partisan_article,hyperpartisan_article,true_LIAR,mostly-true_LIAR,half-true_LIAR,barely-true_LIAR,false_LIAR,pants-fire_LIAR,bluff_FakeNewsTFG,negative_NewsMTSC,neutral_NewsMTSC,positive_NewsMTSC
"New Zealand Prime Minister Jacinda Ardern last month said she’s baffled by America’s failure to pass stricter gun laws, despite the wave of mass shootings that have taken place across the country over the last few decades.",1,0.14754121,0.9968725,0.0026338573,0.0004936338,0.0047257533,0.8854212,0.109852985,0.045112446,0.62917167,0.32571587,0.011768234,0.023592345,0.42259455,0.2135424,0.32152885,0.0069736373,0.021138228,0.9929605,0.0057032076,0.0013362489
"The cancellation of Olympic qualifying events wreaks havoc with athletes waiting to advance, organizers and federations forced to find new venues — not to mention disrupting hotel reservations, airplane flights, and ticket reservations.",1,0.9229194,0.009102011,0.9646846,0.026213331,0.00042475353,0.99929774,0.00027746597,0.010827227,0.92876846,0.06040427,0.010446716,0.025121748,0.3508499,0.48504242,0.1081196,0.020419601,0.008825309,0.9969535,0.0016939796,0.0013524782
The disqualification was emblematic of what many women who wear hijabs go through while participating in sports.,0,0.17697878,0.08494913,0.89347136,0.02157944,0.0002089469,0.99908507,0.00070596155,0.08483219,0.7664332,0.14873463,0.022512283,0.06286023,0.62824804,0.07010554,0.21260415,0.0036697665,0.21047299,0.99572706,0.002950364,0.0013226126
How far will Republicans go to destroy democracy?,1,0.93352634,0.0012499237,0.0077079623,0.991042,0.0026885623,0.52793163,0.4693798,0.002447834,0.012643808,0.98490834,0.0063003753,0.007727034,0.04640893,0.24921533,0.68420136,0.006147013,0.005953532,0.99688655,0.0018456874,0.0012677616
Here's how Trump is grifting the pandemic to give the rich another big tax cut,1,0.9703774,0.0012643104,0.015019364,0.98371637,0.07313302,0.002829701,0.9240373,0.0034378143,0.002517448,0.99404484,0.0094383815,0.013094142,0.09463802,0.528127,0.33901644,0.015685987,0.027937293,0.9974451,0.0016591749,0.0008957148
"Over the past year, millions of young people have flooded the streets of cities around the world demanding political leaders take urgent steps to stop climate change, inspired by 17-year-old Swedish activist Greta Thunberg.",0,0.14253461,0.9963104,0.0029573068,0.00073216774,0.006026331,0.9922105,0.0017631097,0.038712516,0.052211486,0.90907604,0.026643263,0.059643,0.85952175,0.027758613,0.021971906,0.0044614538,0.014067172,0.00051458983,0.0007307563,0.9987546
Big-money donors seem to have activated their astroturf groups to get people out in the streets to make sure that Trump feels the pressure from his beloved base to open up the economy.,1,0.9491358,0.00060009316,0.013954322,0.9854456,0.024556378,0.016716415,0.9587272,0.027459573,0.038717438,0.93382293,0.011312964,0.017169109,0.28901815,0.4165254,0.25488508,0.0110892905,0.0003707743,0.001245479,0.0003890728,0.99836546
"Merril Hoge, one of the most outspoken critics against the alarm surrounding CTE studies, also underscored that, from his lens, demonizing sports like football does more harm to American children than good.",0,0.21140185,0.037549067,0.95914805,0.00330289,0.00014149987,0.9991134,0.00074506336,0.005065936,0.10799491,0.8869392,0.007870665,0.01497442,0.2265485,0.34105545,0.40116796,0.008383094,0.022867935,0.99829394,0.0006331973,0.0010728018
"Paul Whelan, the former U.S. Marine held in Moscow on spying charges, had online contact with more than 20 Russians with military backgrounds, an analysis of social media shows.",0,0.10404189,0.99685466,0.0022545734,0.00089077454,0.09001226,0.9097768,0.00021092792,0.5365822,0.081054844,0.38236296,0.16316327,0.19532599,0.54379606,0.019280814,0.0747917,0.003642211,0.00025328915,0.98647135,0.012810481,0.0007181342
"Franciscan friar Father Daniel Horan, a pro-LGBT priest and professor who will be speaking at the upcoming Los Angeles Religious Education Congress, took to Twitter this weekend to bash the March for Life and condemn without trial a group of white Catholic high school boys as “racists” for supposedly “taunting” a Native American man beating a drum.",1,0.8973254,0.1444702,0.8511219,0.0044079255,0.0015549808,0.9956286,0.0028163898,0.0010576834,0.009748373,0.9891939,0.007437602,0.008308306,0.07717088,0.42076373,0.47723153,0.009087946,0.09587433,0.9984132,0.00095336186,0.00063337263
"Christians in eastern Uganda are among those in their faith who face the most serious dangers in the world, according to World Watch Monitor, a group that tracks persecutions of Christians.",0,0.08800661,0.9964994,0.0026433717,0.00085724104,0.0013604732,0.99752825,0.0011112296,0.014715756,0.35517773,0.6301065,0.07585375,0.6093162,0.2925123,0.0067959996,0.013379743,0.002142028,0.0025442285,0.97876704,0.007816464,0.01341647
The man behind a petition drive to recall a California state senator and physician pushing for tougher vaccine requirements was charged on Wednesday with assault after livestreaming himself shoving the lawmaker in a sidewalk confrontation in Sacramento.,0,0.1496378,0.9966074,0.0029045376,0.00048800634,0.0005019646,0.9989421,0.000555934,0.0067375638,0.17580931,0.81745315,0.008304867,0.008676351,0.08726968,0.23414457,0.6554108,0.0061937226,0.000281584,0.9985567,0.0007546776,0.0006886237
"Only one in five U.S. taxpayers expects to pay less income tax this year as a result of the tax reform law passed in 2017 by Republicans who promised big savings for everyday Americans, according to a Reuters/Ipsos opinion poll released on Friday.",0,0.07589227,0.9970112,0.0022832053,0.0007055975,0.99971575,0.00015994816,0.00012431225,0.9990429,0.0003851872,0.00057192333,0.01966802,0.08288554,0.84921557,0.023748057,0.022256251,0.002226576,0.0002575073,0.0022330135,0.012819579,0.9849474
"The intersection of big data capabilities and prevalence of social media has transformed the business of jury research in the United States, which once meant gleaning information about potential jurors from car bumper stickers or the appearance of a home.",0,0.16059291,0.23983592,0.754599,0.005565077,0.1834626,0.49163392,0.32490355,0.14239796,0.009372803,0.8482292,0.07987502,0.24007383,0.6533695,0.011504919,0.011868708,0.0033080599,0.021002458,0.8175452,0.14295179,0.03950307
"The Labour politician, who has presided over an epidemic of violent crime — particularly knife crime — and the extension of London’s illegal drugs trade into surrounding areas ...",1,0.9335768,0.039495133,0.9425989,0.01790601,0.0032271277,0.053469155,0.94330376,0.001827718,0.005285191,0.9928871,0.011513106,0.02870619,0.4315816,0.2408829,0.27986783,0.007448425,0.31680468,0.94820905,0.0014501108,0.0503408
U.S. immigration officials on Monday deported an Iranian student headed to a Boston university despite efforts by the American Civil Liberties Union and other advocates to block the removal.,0,0.08307417,0.997654,0.0018644886,0.00048160166,0.9995241,0.00040096577,7.490152e-05,0.034774512,0.102368064,0.8628574,0.00882094,0.012118676,0.13991149,0.53412235,0.29522762,0.009798941,0.00024777374,0.9915714,0.008067193,0.00036134914
"This is how Warren has pushed the boundaries of progressive policy since coming to Washington. Instead of relying on the traditional D.C. think tank world, she made her office into her very own think tank.",0,0.20343052,0.0058331206,0.63360304,0.36056384,0.0043695327,0.5159849,0.4796456,0.0053947615,0.015498311,0.9791069,0.03853636,0.08209157,0.7483981,0.04120227,0.08642096,0.0033506711,0.025664005,0.0005630318,0.00059451,0.9988424
"Now, the data shows there is an aftershock in the form of the looming tsunami of student debt defaults that will hit communities of color the hardest, according to data compiled by the National Center for Education Statistics and Demos, a progressive think tank.",1,0.46507448,0.9852298,0.014002845,0.0007674195,0.0019065806,0.934775,0.06331848,0.0022265422,0.042448577,0.9553248,0.016698696,0.10081756,0.7768883,0.05857446,0.042671196,0.0043497584,0.29845828,0.9750004,0.018726692,0.006272866
It was language distinctly reminiscent of white mobs bitter about the failure of local law enforcement to execute Blacks accused of crimes.,1,0.9471461,0.012382893,0.95012856,0.037488565,0.00038186717,0.98542154,0.014196575,0.06156244,0.55613494,0.3823026,0.050898064,0.05141221,0.25245133,0.066759005,0.57341397,0.0050654365,0.016183091,0.9971591,0.0020193008,0.0008216867
The difficulties caused to workers by record unemployment during the pandemic are a product of capitalism. ,0,0.16396505,0.0005973397,0.009738714,0.989664,0.013226554,0.13741145,0.8493621,0.20452687,0.19793802,0.5975351,0.01018987,0.026746038,0.276825,0.13287936,0.5481111,0.005248585,0.14277294,0.9960294,0.0024419704,0.001528683
"In part, it seems, this is because Trump is hoping he can defuse the impact of the outbreak on his own fortunes through force of will.",1,0.91822714,0.00052202353,0.018343104,0.9811349,0.035367735,0.025885621,0.93874663,0.0030739363,0.0041759345,0.99275017,0.010029599,0.014712583,0.21094108,0.23952763,0.5164728,0.008316292,0.002652315,0.9972257,0.0010530582,0.0017212325
"In September, Trump made roughly his ten-zillionth claim that he had a ""much better"" health care plan than Biden, despite having no health care plan. ",1,0.8702431,0.6772412,0.32054156,0.002217267,0.011447357,0.98647296,0.0020797316,0.38505992,0.12434214,0.4905979,0.021440703,0.057409305,0.7513311,0.1174451,0.04544847,0.006925343,0.0002501894,0.004591887,0.001340833,0.9940673
"Victoria’s Secret spring campaign featuring transgender and plus-sized models marks a dramatic shift toward progressive feminism for Victoria’s Secret, which has been roiled by management changes in the past year.",1,0.7593495,0.5716985,0.42638353,0.0019180223,0.415622,0.5622381,0.022139885,0.009870487,0.038010433,0.95211905,0.015329415,0.057774175,0.8269627,0.057576988,0.037513837,0.0048428974,0.078074455,0.27402866,0.02015078,0.70582056
"The media-anointed, all-knowing guru of COVID has been fudging the truth in order to encourage what he views as better behavior from the American people. Put simply, Fauci has been acting less like a public official and more like a parent keeping certain truths from his children.",1,0.9821425,0.00055073935,0.007852122,0.9915971,0.0011692867,0.021034434,0.9777964,0.0003304303,0.0026529168,0.99701667,0.010838265,0.013519573,0.12217076,0.5475792,0.28718403,0.018708127,0.27370718,0.8548634,0.0012874145,0.14384918
"The utter failure of private capitalism to prepare for the coronavirus should have surprised no one. Private capitalism, as business school graduates repeat, focuses on profit. The “profit incentive,” they learn, makes private capitalism the superior, “most efficient” economic system available.",1,0.8847897,0.00046051486,0.010238252,0.98930126,0.0009248918,0.99284536,0.006229766,0.0016719503,0.004077364,0.9942508,0.018348055,0.109076425,0.7271934,0.06318448,0.078593776,0.0036038135,0.35548007,0.9852991,0.002653455,0.012047449
"Yet Biden finds himself in an increasingly competitive race with Sanders, the U.S. senator who came close to winning the 2016 Nevada caucus and finds support with some of the same voters.",0,0.1792609,0.9867005,0.012875604,0.00042395951,0.8981806,0.0631914,0.03862799,0.077027835,0.25196555,0.67100656,0.01580728,0.032522127,0.4606493,0.37781245,0.09763805,0.01557083,0.0002608658,0.0008035742,0.0005306482,0.9986658
"If sports don’t trump religion as the opiate of the masses, they have, until recently, been at least the background music of most of our lives.",0,0.306744,0.0010906197,0.0030573246,0.995852,0.0005411194,0.99080443,0.008654493,0.0061403424,0.020747762,0.9731119,0.37224683,0.47534424,0.12328985,0.0068941237,0.01984466,0.0023802926,0.42167833,0.047507707,0.37755182,0.57494044
"NBC cited Center for Countering Digital Hate, a group claiming to fight “hate and misinformation” online.",1,0.83333635,0.06735525,0.92798895,0.004655851,0.0024118146,0.9960699,0.0015182118,0.0015687695,0.0014769093,0.9969543,0.024428599,0.023513878,0.29714012,0.10203072,0.54688436,0.00600241,0.44916293,0.6145216,0.3823325,0.003145897
"Ever since, Sanders has portrayed himself as a champion of gun control.",0,0.2774184,0.010814325,0.89860797,0.090577744,0.0007667656,0.98062354,0.018609669,0.0087329205,0.026225299,0.96504176,0.11649076,0.07755253,0.59160393,0.03671018,0.17248464,0.0051579997,0.0007822918,0.0020380146,0.000342277,0.9976197
They see the pandemic as societal breakdown and therefore an opportunity to get out their guns and finally shoot all those liberals that they have wanted to kill for a very long time.,1,0.9350786,0.00043372653,0.0066318335,0.99293447,0.0019862086,0.5645968,0.433417,0.0019129409,0.014835056,0.98325205,0.007745514,0.01607376,0.16624817,0.4266101,0.37614104,0.0071814363,0.33158103,0.9971264,0.0014628816,0.0014107296
"Trump regularly uses Twitter to attack his political enemies, including the late Sen. John McCain, deride media outlets like CNN and he has retweeted unverified anti-Muslim videos.",0,0.8296395,0.99396497,0.00556715,0.00046789256,0.0030713447,0.07117182,0.92575675,0.0023391014,0.0016339296,0.996027,0.024174359,0.05839455,0.8208597,0.05614733,0.02749251,0.012931528,0.00024909875,0.9985518,0.0008916433,0.0005565667
"The U.S. Internal Revenue Service on Friday said it was sending thousands of letters to taxpayers who failed to report virtual currency transactions, saying they may owe taxes.",0,0.041691888,0.99691784,0.0021577168,0.0009245036,0.9994271,0.0004996282,7.329592e-05,0.99902546,0.00050869404,0.00046589194,0.008255708,0.009202067,0.103659,0.30996287,0.5617445,0.0071757887,0.00025189188,0.9938398,0.0058205705,0.0003396681
"In New York City, the national epicenter of the disease, the same racialized outcomes are observed, with more African Americans being hospitalized and dying from the disease than any other racial group, followed by Latinos.",1,0.14136122,0.99650526,0.0029196828,0.0005750227,0.0005824131,0.9991843,0.00023331019,0.031876698,0.5342365,0.43388683,0.06963966,0.4359377,0.47905153,0.008944643,0.004300368,0.002126137,0.002958447,0.13854438,0.83229804,0.02915758
"Imagine a world where over one-half of the members in the Republican House of Representatives, including the top Republican in that caucus, sign on to a clumsy, thoroughly bogus attempt to overturn a national election based on contrived lies that add up to nothing except the fact that their man lost. ",1,0.97662556,0.0005661066,0.010417353,0.9890164,0.0022596044,0.42139345,0.576347,0.0022660308,0.003178895,0.9945551,0.028589483,0.06690745,0.5439723,0.1715967,0.1834994,0.0054346463,0.26266313,0.9980647,0.00080384384,0.0011314974
"AOC, like all powerful women, has to go through a rigorous beauty regimen simply to exist in the public eye.",0,0.18784763,0.001230231,0.004242144,0.99452764,0.0002471275,0.9993237,0.00042916887,0.15558442,0.5543907,0.29002482,0.08613384,0.62207156,0.25727355,0.009290153,0.021633372,0.003597463,0.044175807,0.0055125076,0.001726378,0.99276114
"In June, an explosive early morning fire rocked the Philadelphia Energy Solutions refinery, terrifying nearby residents.",0,0.24657159,0.9956495,0.003978018,0.00037242065,0.97025955,0.029215442,0.00052496017,0.25411,0.631312,0.11457802,0.008581016,0.0090083815,0.07233495,0.35068482,0.55287164,0.0065191714,0.0011725696,0.9918383,0.00695438,0.0012073109
"But the wealthy have a clear incentive to make minor tweaks to the existing system instead of overhauling it to create a truly sustainable society because they profit from the world as it is, not as it could be.",0,0.25056627,0.00071852055,0.003921599,0.99535996,0.0055477167,0.07551545,0.91893685,0.08446935,0.122371286,0.7931594,0.025945993,0.24156308,0.6980909,0.01654939,0.01404645,0.0038042383,0.33759826,0.013627103,0.0012456755,0.9851273
"Michelle Williams won a Golden Globe for her role in ""Fosse/Verdon"" on Sunday night, but perhaps her biggest moment came during her acceptance speech when she defended abortion rights and encouraged women to vote ""in your own self-interest.""",0,0.23920016,0.37810203,0.619678,0.002219934,0.0005859742,0.99907076,0.00034322578,0.019009396,0.3770925,0.60389805,0.07954662,0.077969365,0.7965102,0.02339161,0.018551756,0.004030468,0.010955639,0.00087629125,0.0002969125,0.9988268
"By the time Officer Joseph Ferrigno shot a Black man from behind, court records show, the Rochester cop had drawn at least 23 misconduct complaints in nearly nine years on the force",0,0.14987421,0.9973041,0.0020059047,0.0006900765,0.00038614063,0.99762374,0.0019901022,0.006999298,0.813659,0.17934169,0.4619334,0.36085433,0.15084654,0.008016618,0.01439459,0.00395445,0.0024299568,0.9979838,0.0012597807,0.0007564287
"Trump’s “Buy American, Hire American” economy has led to record-low unemployment for the bottom-tier of working and middle-class Americans, as well as major wage hikes thanks to a tightened labor market.",0,0.1736308,0.050368756,0.94668615,0.0029450457,0.013118621,0.0027745226,0.9841069,0.0026614512,0.0033524814,0.993986,0.012629488,0.075995624,0.8739673,0.02315126,0.006994052,0.0072622597,0.63900083,0.9974376,0.0015485462,0.0010138268
The player vote ending Thursday at midnight—a simple majority vote will determine the outcome of the NFL CBA—is a monumental referendum for the next decade of the NFL.,0,0.17190227,0.99462223,0.0043211877,0.001056511,0.0015126364,0.87375,0.12473732,0.005807597,0.86966217,0.12453025,0.0073829265,0.009540587,0.07695917,0.2013871,0.69999677,0.0047334796,0.07633393,0.0022165305,0.91484,0.08294346
"The vaccine was consequently linked to the death of numerous children, leading to a criminal investigation, two congressional inquiries, and a sharp decline in the number of parents getting their children vaccinated. ",0,0.15256579,0.996845,0.0026843718,0.00047068202,0.0003845136,0.9987979,0.00081762305,0.10568636,0.18617873,0.7081349,0.013546214,0.03627011,0.86810607,0.0538913,0.023309002,0.0048772907,0.005184307,0.99676466,0.0026456984,0.0005895655
"The words and notions of all these documents (Green New Deal, Venezuelan Constitution, UN Covenant “International Covenant on Economic, Social and Cultural Rights”, Stalin-written Soviet Constitution) may sound good to some, but in the end, they are just empty words at best, a siren call for the naïve, beckoning them to a socialist utopia, and at worst, lip service meant to distract from totalitarian brutality.",1,0.985053,0.00084503536,0.006016182,0.99313873,0.0006993387,0.8251753,0.17412536,0.0005436363,0.0016588994,0.9977975,0.025867483,0.12591146,0.5292038,0.11442876,0.19726047,0.0073280996,0.52200526,0.9978549,0.0009974324,0.001147608
"Tesla warned on Jan. 30 that it would see a 1-1.5 week delay in the ramp-up of Shanghai-built Model 3 cars as a result of the epidemic, which has severely disrupted communications and supply chains across China.",0,0.11587123,0.99703264,0.0021593755,0.00080798357,0.9986149,0.001195459,0.00018968622,0.9980584,0.0008117121,0.0011299053,0.010293671,0.02070057,0.3122949,0.4223197,0.22384703,0.010544162,0.00030045363,0.47023916,0.52834886,0.0014119734
"Trump's decision to remove the troops near the Turkish border has allowed Turkey to lodge an attack on U.S. Kurdish allies who helped in the fight against the Islamic State terrorist group, also known as ISIS.",1,0.20592357,0.9975706,0.001775419,0.0006539773,0.99954575,0.00018895103,0.00026524166,0.11215355,0.6334036,0.25444284,0.009297803,0.029431853,0.674593,0.17365658,0.10568477,0.007335987,0.00027338992,0.9978398,0.001645402,0.00051469373
The group claims “systemic racism” has made it difficult for black individuals to obtain birth control and enjoy “reproductive freedom.”,1,0.82200307,0.12260113,0.87346894,0.0039298977,0.0033394361,0.08749811,0.9091625,0.0058239126,0.047382068,0.946794,0.024416054,0.05638605,0.673538,0.057371333,0.1828363,0.0054522976,0.3154308,0.9953244,0.004102838,0.00057272037
"In Francis, Thunberg has found a kindered spirit. The Jesuit pope has made fighting climate change and caring for God's creation a pillar of his papacy.",0,0.49540114,0.005919272,0.9627079,0.03137281,0.00031950642,0.9944143,0.005266146,0.002946017,0.016691364,0.9803626,0.009769948,0.03149195,0.52036923,0.26183414,0.1672536,0.009281176,0.005290324,0.0009563492,0.00026986544,0.99877375
"Trump said he will visit the U.S.-Mexican border Thursday to promote his plan for a wall to keep out undocumented immigrants, the sticking point in negotiations with Democrats to reopen the government.",0,0.110410884,0.9963076,0.002512697,0.0011796816,0.9993955,0.00047028603,0.00013425294,0.5661688,0.4321009,0.001730361,0.012460069,0.01280364,0.12124142,0.5715479,0.25896248,0.02298443,0.0003002852,0.0007602663,0.99337316,0.0058665634
"Defense Secretary Mark Esper has issued a policy ushering in a de facto ban on displaying the Confederate flag at U.S. military installations around the world by authorizing only certain flags that promote unity, according to a copy of his memo, seen by Reuters on Friday.",0,0.08936042,0.99734616,0.002083883,0.000570001,0.99874157,0.00061213714,0.0006463921,0.99850404,0.00037239928,0.0011234841,0.016911881,0.04411656,0.8038898,0.06246195,0.06752968,0.0050900634,0.00023434934,0.9823585,0.016642863,0.0009986085
"And yes, there’s something in the Fox News DNA over the years that has meant that women political opponents spark a deeper sense of outrage and hate.",1,0.8998051,0.000824955,0.005588013,0.993587,0.0058050607,0.5224772,0.47171775,0.0013049897,0.0025628307,0.99613214,0.2153917,0.39824644,0.36308333,0.009428151,0.010867621,0.002982796,0.4376048,0.9959473,0.002202382,0.0018503437
"That was because stingy lawmakers, mostly Republicans but some Democrats, refused to enact the full stimulus package former President Barack Obama's economic advisers sought using the same economic principles as I.",1,0.9801056,0.015295949,0.96485937,0.019844724,0.06312862,0.14864081,0.7882306,0.39222866,0.026022458,0.58174896,0.006564087,0.011918803,0.21417305,0.33650193,0.42302677,0.007815338,0.047565226,0.9979976,0.001380742,0.0006216071
"China’s state-run propaganda newspaper Global Times repeatedly gloated this weekend over the widespread destruction by radical leftists in the United States, claiming on Monday that “Chinese netizens are cheering” looting and vandalism.",1,0.9765805,0.020594228,0.9704563,0.008949459,0.19336525,0.061527357,0.74510735,0.0007960583,0.00089368084,0.9983103,0.014725845,0.023203075,0.24848382,0.44967428,0.24453115,0.019381823,0.0075989515,0.9980919,0.00082634354,0.0010817299
U.S. civil rights groups have enlisted the multinationals to help pressure the social media giant into taking concrete steps to block hate speech in the wake of the death of George Floyd and amid a national reckoning over racism.,0,0.15226622,0.9971487,0.002393821,0.00045754545,0.9724277,0.0077471263,0.019825112,0.09473654,0.006821112,0.8984423,0.010276454,0.02939695,0.7295275,0.15674889,0.06558605,0.008464203,0.0002947255,0.9751057,0.0018695906,0.023024688
"Reilly also suggested that Trump’s “grudge” against Puerto Rico correlates with a soured golf course deal on the island, and explained why the sport may be responsible for Trump’s embrace of a wild conspiracy theory about wind turbines causing cancer.",1,0.89602536,0.30137825,0.6965082,0.0021135202,0.0018106326,0.011156278,0.9870331,0.00053572893,0.00083662715,0.99862766,0.012373239,0.01410145,0.26505697,0.308274,0.39017195,0.010022389,0.021775797,0.9985184,0.0011332913,0.00034823956
"U.S. gun sales have soared this year, sparked by fears of social unrest because of the pandemic, violence seen on the streets of American cities during protests for racial justice, and the turbulence over the presidential election.",0,0.12341377,0.99670094,0.0027266159,0.00057245296,0.99883515,0.0007439231,0.00042094052,0.9153985,0.063505106,0.021096447,0.028931577,0.119161695,0.8225367,0.016547471,0.008251042,0.0045715095,0.00023127787,0.9952892,0.0027824221,0.0019283358
"Once powerful Hollywood producer Harvey Weinstein was charged in Los Angeles on Monday on sex crime charges just hours after he appeared in a New York court for the start of his rape trial, which has become a focal point for the #MeToo movement.",0,0.20303237,0.9948678,0.0048188837,0.00031335893,0.45038697,0.46084103,0.08877201,0.0023074932,0.0015000768,0.99619234,0.014558134,0.01898692,0.31561854,0.15710236,0.4888461,0.0048879436,0.07646647,0.9984579,0.00089685485,0.00064521714
"They will not do that by making the Department of Justice even less accountable to elected officials, as Democrats are demanding. They will do it by slashing and burning the bureaucracy and its powers. Government by and for the people will perish from the earth if unelected officials are capable of weaponizing government against the people’s elected representatives.",1,0.93845415,0.00048960827,0.0047784504,0.9947319,0.00018435749,0.9920163,0.0077992817,0.00029148237,0.0025422028,0.99716634,0.0065811514,0.010023144,0.1031009,0.46535137,0.40189645,0.0130469315,0.2143839,0.9980798,0.00082807103,0.0010921758
"Last year, XFL Commissioner Oliver Luck noted that the XFL reached out to Kaepernick, but the former NFL player demanded absurdly high $20 million a season salary.",1,0.93464303,0.1477889,0.8459586,0.0062525547,0.6604688,0.24087232,0.098658815,0.008841854,0.18297574,0.80818236,0.016226012,0.029182225,0.39085332,0.33595833,0.21670172,0.011078386,0.0048615355,0.98877865,0.010492764,0.00072854816
"But rather than appreciate the fact that Asian-American women are considered highly attractive, Lim sees only a sneaking racial bias, a reflection of our upside-down cultural world where victimhood and oppression carry more social currency than even beauty and success.",1,0.9475442,0.0007467686,0.017468862,0.98178434,0.0006170419,0.9880041,0.011378892,0.0023357805,0.042821687,0.95484245,0.0194298,0.12874809,0.663891,0.09104051,0.091277964,0.0056126444,0.030484505,0.99772376,0.00092336285,0.0013528605
"As the COVID-19 virus spreads in the USA and around the world, officials at the U.S. Centers for Disease Control and Prevention encourage people to work from home as a way to help cut back contagion.",0,0.07360649,0.9939306,0.004157225,0.0019122177,0.22570471,0.7732248,0.0010705416,0.12145313,0.5867972,0.2917497,0.012730142,0.029873509,0.5136108,0.3549638,0.07094219,0.017879548,0.008897703,0.003083434,0.0020249155,0.99489164
"Missouri State Auditor Nicole Galloway, who is running for governor, is accused of potentially misusing Missourians’ taxpayer dollars to her advance her political career.",0,0.30591455,0.99551374,0.0041844295,0.00030173094,0.00024562952,0.999313,0.00044142114,0.0033324468,0.031935237,0.9647322,0.007626297,0.007532098,0.056143958,0.49459687,0.42252722,0.011573574,0.009878913,0.99859256,0.00058623997,0.0008211828
Miami recently declared a climate emergency since it faces an existential threat as it battles rising sea levels and increasingly violent Atlantic storms.,0,0.14678949,0.99424523,0.0053627444,0.0003920468,0.0001697054,0.9996916,0.00013872077,0.007633161,0.9838521,0.008514789,0.012899288,0.040627986,0.59593385,0.1701591,0.17574732,0.0046323948,0.00028594234,0.67817396,0.31949398,0.00233213
"The United States is a failed democracy and a mafia state, the natural result of what happens when capitalism is deregulated.",1,0.96765614,0.0008386155,0.003105335,0.99605596,0.002208138,0.4690014,0.5287905,0.0036579752,0.007452988,0.988889,0.006158001,0.010356505,0.077063665,0.2566002,0.6434454,0.0063762786,0.014461377,0.99816567,0.00089449174,0.00093991956
"Biden and Bernie Sanders delivered pointed, somber speeches on the crisis as markets continued to dive and the administration's response came under criticism.",0,0.12931234,0.9931941,0.006169744,0.0006361317,0.99651575,0.001316111,0.0021680652,0.9956518,0.0023014261,0.0020468556,0.018095776,0.02143276,0.22315744,0.52311134,0.18127806,0.03292464,0.0002942277,0.9944337,0.003305463,0.002260915
President Donald Trump last month unveiled a “blueprint” to reduce drug prices by promoting the entry of cheaper rivals to existing drugs and giving private insurers more scope to negotiate prices.,0,0.12563664,0.9957266,0.003821519,0.00045192102,0.9994992,0.0003634147,0.00013739066,0.99745435,0.0009745787,0.0015711047,0.0067104637,0.017183408,0.42048633,0.39110333,0.15275253,0.011764023,0.030688487,0.024297403,0.03325826,0.94244426
"Anti-Vaxxer Rebecca Dalelio, 43, was taken into custody after she tossed a menstrual cup, which she said was filled with blood, from the public gallery as senators finished taking a vote at about 5:14 p.m.",0,0.10173402,0.9928322,0.0049981475,0.002169735,0.00031828522,0.99950707,0.00017464907,0.0019017273,0.988524,0.009574271,0.0076473937,0.007713652,0.06393156,0.39199376,0.5203956,0.008318062,0.0005726541,0.9982273,0.0012246782,0.0005479615
"So you have the New York Times, the Tax Policy Center and — AND — the godless liars at PolitiFact admitting “Biden’s plan would mean higher taxes on average for all income groups,” and the ad is rated still “mostly false.”",1,0.9839135,0.004502192,0.9211261,0.0743717,0.0024955866,0.0029163635,0.99458814,0.00074385706,0.00047390346,0.9987822,0.38199043,0.12023642,0.35573614,0.02416399,0.11359072,0.004282276,0.83801806,0.9983846,0.0010417836,0.0005736672
The movement’s hysteric leader proceeded to hush the crowd so the mayor’s answer could be heard across the streets so they could vote him out next year if he bowed to their anarchic demands.,1,0.9670935,0.025868809,0.9415104,0.032620825,0.0045583346,0.09916486,0.89627683,0.011574774,0.032917436,0.9555079,0.008169015,0.008020254,0.05687445,0.4156921,0.50305176,0.0081924675,0.4555735,0.9983777,0.0010313159,0.0005909908
"In addition to calling for severe funding cuts to Seattle police, CHAZ protests have been oozing with socialist slogans, propaganda and demands.",1,0.94108313,0.023203805,0.9699574,0.0068387934,0.0004155013,0.99773645,0.001847987,0.0027558347,0.08975365,0.9074905,0.019154279,0.1124768,0.80867445,0.035309773,0.012637623,0.011747161,0.0014157764,0.99818915,0.0009215875,0.00088924024
"President Trump warned us “when the looting starts the shooting starts,” and, tragically, that is exactly what has happened.",1,0.9203297,0.008139627,0.8277666,0.16409382,0.0009562367,0.8922649,0.106778845,0.0008816773,0.0014807775,0.9976375,0.013601726,0.030131584,0.4345171,0.17910343,0.333536,0.009110141,0.4987283,0.8601435,0.13883948,0.0010170224
"And in no sane world is Harris a moderate, but that is how the New York Times cast her in its continuing delusional coverage of the election.",1,0.97781986,0.00068773795,0.016572082,0.9827403,0.0025731092,0.5473946,0.4500323,0.0013523323,0.0021695273,0.99647814,0.038457204,0.0512811,0.307639,0.0747926,0.5226259,0.0052042007,0.24049307,0.9971011,0.0006468261,0.0022519971
"By any sensible measure, the Trump administration is among the worst ever seen for respecting, valuing, and following science.",1,0.9815051,0.0008224921,0.0043817684,0.99479574,0.0014750465,0.044611678,0.95391333,0.00096937374,0.0011221449,0.9979085,0.012130645,0.030116715,0.38751298,0.17785051,0.38547072,0.006918374,0.0007683805,0.9981154,0.0005802626,0.0013042782
